millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2
4236,2.1535134,0.743715,-57.48247,128.08304,-22.242508,-0.8751669,-123.10888,3.7093918,11.986046,-87.90724,14.717673,-22.522648,81.732475,3.6160412,3.6860263,-41.736023,1.9108012,-6.5024285
4248,2.1535134,0.743715,-57.48247,128.0744,-22.241995,-0.8739222,-123.109184,3.7060199,11.99217,-87.90724,14.717673,-22.522648,81.732475,3.6160412,3.6860263,-41.736023,1.9108012,-6.5024285
4258,2.1535134,0.743715,-57.48247,128.07674,-22.235756,-0.87683,-123.10007,3.7052708,11.992024,-87.89628,14.719637,-22.52117,81.732475,3.6160412,3.6860263,-41.736023,1.9108012,-6.5024285
4269,2.1535134,0.743715,-57.48247,128.07674,-22.235756,-0.87683,-123.10007,3.7052708,11.992024,-87.89628,14.719637,-22.52117,81.73246,3.62132,3.690582,-41.736023,1.9108012,-6.5024285
4279,2.1535134,0.743715,-57.48247,128.07674,-22.235756,-0.87683,-123.10007,3.7052708,11.992024,-87.90724,14.717673,-22.522648,81.73246,3.62132,3.690582,-41.736023,1.9108012,-6.5024285
4290,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10194,3.7051148,11.992777,-87.90724,14.717673,-22.522648,81.73246,3.62132,3.690582,-41.73539,1.9082913,-6.508952
4301,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10194,3.7051148,11.992777,-87.89628,14.719637,-22.52117,81.73246,3.62132,3.690582,-41.73539,1.9082913,-6.508952
4310,2.1535225,0.74346185,-57.47299,128.07599,-22.238626,-0.883046,-123.10225,3.7017426,11.998902,-87.89628,14.719637,-22.52117,81.73246,3.62132,3.690582,-41.73539,1.9082913,-6.508952
4321,2.1535225,0.74346185,-57.47299,128.07599,-22.238626,-0.883046,-123.10225,3.7017426,11.998902,-87.89628,14.719637,-22.52117,81.73246,3.62132,3.690582,-41.73539,1.9082913,-6.508952
4332,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10225,3.7017426,11.998902,-87.89628,14.719637,-22.52117,81.73246,3.62132,3.690582,-41.73514,1.9148061,-6.511437
4343,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10225,3.7017426,11.998902,-87.896484,14.718018,-22.521002,81.73246,3.62132,3.690582,-41.741993,1.9147726,-6.5118504
4353,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10225,3.7017426,11.998902,-87.89649,14.713258,-22.5167,81.73246,3.62132,3.690582,-41.73514,1.9148061,-6.511437
4365,2.1535134,0.743715,-57.48247,128.07674,-22.235756,-0.87683,-123.10225,3.7017426,11.998902,-87.89629,14.714875,-22.516867,81.73246,3.62132,3.690582,-41.73514,1.9148061,-6.511437
4375,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10255,3.6983707,12.005027,-87.89629,14.714875,-22.516867,81.73246,3.626599,3.6951377,-41.73514,1.9148061,-6.511437
4384,2.1535134,0.743715,-57.48247,128.07674,-22.235756,-0.87683,-123.10255,3.6983707,12.005027,-87.895355,14.710026,-22.522127,81.73246,3.626599,3.6951377,-41.734764,1.9057815,-6.515476
4395,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10255,3.6983707,12.005027,-87.895355,14.710026,-22.522127,81.73246,3.626599,3.6951377,-41.734764,1.9057815,-6.515476
4406,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10255,3.6983707,12.005027,-87.89533,14.714786,-22.52643,81.73246,3.626599,3.6951377,-41.734764,1.9057815,-6.515476
4418,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10319,3.6922908,12.001739,-87.89533,14.714786,-22.52643,81.73246,3.626599,3.6951377,-41.734764,1.9057815,-6.515476
4427,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10319,3.6922908,12.001739,-87.89629,14.714875,-22.516867,81.73256,3.6311765,3.6898403,-41.734764,1.9057815,-6.515476
4438,2.1535134,0.743715,-57.48247,128.07599,-22.238626,-0.883046,-123.10319,3.6922908,12.001739,-87.895355,14.710026,-22.522127,81.73256,3.6311765,3.6898403,-41.74161,1.9057473,-6.5158896
4448,2.1596422,0.7470765,-57.482285,128.07831,-22.232393,-0.8859541,-123.10286,3.694998,12.011151,-87.89629,14.714875,-22.516867,81.73256,3.6311765,3.6898403,-41.74161,1.9057473,-6.5158896
