millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2
33504,-165.4535,-20.41358,-35.34135,56.18387,-12.9592,-37.004677,133.97049,5.064518,0.8696878,-88.11731,8.478738,-1.3521615,92.23714,1.5843521,-2.0856946,13.40009,-2.0216177,-3.3303852
33514,-166.0049,-20.678068,-32.9393,55.65098,-13.376329,-34.756145,133.97037,5.0655107,0.8540946,-88.10668,8.483696,-1.3464026,92.23714,1.5892004,-2.0806513,13.387394,-1.971811,-3.3383908
33525,-166.72641,-21.166586,-30.741077,55.013874,-13.67474,-32.587852,133.97005,5.0692244,0.84493315,-88.08719,8.4790535,-1.3499615,92.23732,1.5940306,-2.0757663,13.372618,-1.9002649,-3.3507006
33536,-167.49805,-21.519804,-28.749596,54.25647,-13.742749,-30.550827,133.96973,5.0729384,0.83577174,-88.07888,8.459594,-1.3594748,92.227425,1.5987203,-2.0707057,13.367112,-1.8441278,-3.3510656
33546,-168.14964,-21.350979,-26.864307,53.41029,-13.345451,-28.688566,133.96321,5.073169,0.8353929,-88.061104,8.430379,-1.368456,92.21741,1.603582,-2.075691,13.360689,-1.8226964,-3.3554888
33557,-168.51353,-20.56958,-25.025831,52.60651,-12.544013,-27.004442,133.95483,5.073096,0.8350881,-88.042175,8.420892,-1.3770553,92.207375,1.6229913,-2.0655506,13.354203,-1.7857363,-3.37218
33584,-167.81314,-4.5321217,-1.8908179,51.331596,-10.444409,-22.977203,133.96336,5.0721784,0.8509864,-87.98377,8.396544,-1.3784294,92.14759,1.7197196,-2.0050008,13.372571,-1.5047014,-3.424014
33595,-168.05328,-5.422925,-1.2835226,50.891155,-9.587771,-21.833385,133.96317,5.0749,0.8574181,-87.97354,8.397066,-1.3773918,92.14777,1.7197105,-2.0051618,13.374088,-1.4336379,-3.4297788
33606,-168.35051,-6.7242184,-0.28066757,50.461357,-8.830173,-20.824596,133.95427,5.081263,0.85438186,-87.95458,8.382572,-1.3811756,92.13807,1.7195401,-2.0053136,13.372633,-1.3988677,-3.4254992
33616,-168.67264,-8.176146,1.1890714,50.1709,-8.169081,-19.861328,133.96248,5.0840573,0.8611193,-87.93465,8.38237,-1.3800356,92.128365,1.7193696,-2.0054653,13.366063,-1.3843803,-3.430758
33627,-168.844,-9.571043,2.5987513,50.01627,-7.4160366,-18.946112,133.9623,5.0867786,0.86755073,-87.91568,8.367877,-1.3838259,92.11848,1.7192086,-2.0054562,13.366068,-1.392144,-3.424627
33638,-168.8355,-10.775687,3.95296,50.002106,-6.7592,-17.995863,133.95372,5.089429,0.8736755,-87.89611,8.35823,-1.3825866,92.11865,1.7191993,-2.005617,13.358923,-1.406245,-3.4261897
33649,-168.67189,-11.683059,5.011291,50.035824,-6.2245746,-17.20064,133.94513,5.0920796,0.8797996,-87.88662,8.353493,-1.3868989,92.10895,1.7190288,-2.0057685,13.3525505,-1.392579,-3.424507
33682,-167.9615,-14.001939,5.6767516,48.968052,-1.1044596,-4.8571115,133.93071,5.085809,0.88184565,-87.84677,8.359533,-1.3983839,92.060394,1.7181764,-2.0065272,13.352353,-1.3917578,-3.4314497
33693,-167.67064,-14.655504,5.955833,48.928944,-1.0109516,-5.198436,133.92422,5.0860443,0.8814672,-87.82853,8.339788,-1.407537,92.05068,1.7180059,-2.0066786,13.352358,-1.3995209,-3.425318
33704,-167.36943,-15.233779,6.231751,48.892982,-0.91091263,-5.5216694,133.92453,5.082334,0.8906305,-87.8194,8.33063,-1.4165853,92.04096,1.7178352,-2.00683,13.352164,-1.4064627,-3.4261286
33714,-167.04547,-16.05371,6.5080013,48.89547,-0.7494681,-5.7562084,133.91612,5.0822635,0.8903237,-87.80935,8.335762,-1.4206866,92.03124,1.7176647,-2.0069816,13.351781,-1.4203463,-3.4277506
33725,-166.91191,-16.712505,6.28619,48.956284,-0.97549975,-6.162443,133.91612,5.0822635,0.8903237,-87.78997,8.330727,-1.4245907,92.02153,1.717494,-2.0071328,13.351588,-1.427288,-3.4285617
33735,-166.78317,-17.244621,5.5243487,48.959393,-1.2489285,-6.604312,133.90944,5.0852237,0.89637595,-87.77992,8.340881,-1.4335116,92.01132,1.722362,-2.011976,13.351588,-1.427288,-3.4285617
33745,-166.67242,-17.537453,4.793981,48.92542,-1.4658985,-6.9880567,133.90103,5.0851536,0.896069,-87.77154,8.326475,-1.4479117,92.00161,1.7221909,-2.0121279,13.344836,-1.4352688,-3.4223669
33757,-166.59525,-17.718788,4.26963,48.95778,-1.667465,-7.2982926,133.89262,5.085083,0.89576197,-87.75083,8.331537,-1.4414288,91.99188,1.7220198,-2.0122795,13.344644,-1.4422108,-3.4231772
33767,-166.46152,-17.913517,3.940565,49.03051,-1.935468,-7.5404944,133.88612,5.085319,0.89538395,-87.73125,8.3218975,-1.4402103,91.99206,1.7220099,-2.012441,13.344452,-1.4491527,-3.4239876
33777,-166.27597,-18.056211,3.7146711,49.11968,-2.3101711,-7.7171745,133.8782,5.0788155,0.8978121,-87.71164,8.312256,-1.4389949,91.98216,1.7267079,-2.0073984,13.337701,-1.457133,-3.4177914
33788,-166.10188,-18.199898,3.5111952,49.161747,-2.5168478,-7.829935,133.86981,5.0787444,0.8975055,-87.69237,8.293169,-1.4377052,91.98232,1.7315582,-2.0025268,13.331131,-1.4504083,-3.4169173
33798,-166.00632,-18.374964,3.245079,49.244583,-2.737179,-7.974692,133.8633,5.0789814,0.89712816,-87.65443,8.248718,-1.4312447,91.97245,1.7313968,-2.0025182,13.318364,-1.4075513,-3.4258235
33810,-165.96617,-18.428421,2.8575835,49.318977,-2.9931896,-8.1590605,133.8633,5.0789814,0.89712816,-87.62579,8.214429,-1.4249861,91.962715,1.7312266,-2.0026708,13.303781,-1.3438104,-3.4320965
33820,-165.91504,-18.429117,2.1825757,49.357613,-3.0653841,-8.280038,133.85678,5.0792174,0.89675045,-87.59683,8.199652,-1.4284381,91.962875,1.7360779,-1.9977999,13.2976,-1.3154411,-3.4357507
33830,-165.93684,-18.294008,1.7311836,49.41106,-3.13809,-8.347897,133.84839,5.079147,0.89644384,-87.57774,8.185178,-1.4323041,91.952835,1.7409346,-2.0028083,13.290647,-1.3226011,-3.436503
33842,-165.96826,-18.153439,1.3669726,49.488262,-3.1221926,-8.438465,133.83997,5.0790763,0.89613724,-87.55755,8.180364,-1.4260747,91.94293,1.7456338,-1.997769,13.284466,-1.2942321,-3.4401622
